S_No,State,District,Block_Talu,Village,Latitude,Longitude,Elevation_,Aquifer_11,Aquifer_12,AquiferCod
453,Tamil Nadu,Villupuram,Mailam,Perapantangal,12.2353,79.5766,63.0,11.3,11,GN03
454,Tamil Nadu,Villupuram,Melmalaiyanur,Peravalur,12.169065,79.746565,150.0,5.3,5,CK01
455,Tamil Nadu,Villupuram,Mailam,Periyathatchur,12.107,79.534,51.0,14.3,14,GN03
456,Tamil Nadu,Villupuram,Tirukovilur,Ponniyendal EW,11.905226,79.084387,154.0,7.5,8,GN03
457,Tamil Nadu,Villupuram,Tirukovilur,Ponniyendal OW,11.905083,79.085529,114.0,7.5,8,GN03
458,Tamil Nadu,Villupuram,Melmalaiyanur,Rajapalayam- Sangalikuppam,12.376994,79.321116,130.0,13.5,14,GN03
459,Tamil Nadu,Villupuram,Melmalaiyanur,Sanjeevarayanpettai,12.44,79.3344,154.0,21.0,21,CK01
460,Tamil Nadu,Villupuram,Olakkur,Saram,12.282862,79.710581,85.0,11.3,11,GN03
461,Tamil Nadu,Villupuram,Melmalaiyanur,Sathampadi,12.3775,79.3591,128.0,8.3,8,GN03
462,Tamil Nadu,Villupuram,Melmalyanur,Sevalapurai,12.296483,79.343035,97.0,13.7,14,GN03
463,Tamil Nadu,Villupuram,Ginjee,Thadagam,12.159095,79.247433,153.0,8.2,8,GN03
464,Tamil Nadu,Villupuram,Vallam,Thaiyur,12.2099,79.4719,77.0,5.3,5,GN03
465,Tamil Nadu,Villupuram,Mailam,Thenalappkam,12.099,79.616,44.0,11.3,11,BG01
466,Tamil Nadu,Villupuram,Olakkur,Thennampoondi,12.233807,79.791064,31.0,9.8,10,CK01
467,Tamil Nadu,Villupuram,Mailam,Thondur (Chendur),12.1256,79.5871,46.0,5.3,5,CK01
468,Tamil Nadu,Villupuram,Vallam,Thondur,12.356,79.4769,94.0,10.4,10,GN03
469,Tamil Nadu,Villupuram,Olakkur,Tindivanam EW,12.224,79.647,44.0,11.3,11,CK01
470,Tamil Nadu,Villupuram,Olakkur,Tindivanam OW,12.224,79.647,44.0,14.3,14,CK01
471,Tamil Nadu,Villupuram,Tirukovilur,Tirukovilur EW,11.9661,79.1992,97.0,28.7,29,GN03
472,Tamil Nadu,Villupuram,Tirukovilur,Tirukovilur OW,11.9661,79.1992,97.0,9.7,10,GN03
473,Tamil Nadu,Villupuram,Villupuram,V.Palayam OW,11.9292,79.4608,50.0,31.0,31,GN 03
474,Tamil Nadu,Villupuram,Villupuram,"V.Palayam, EW",11.9292,79.4608,50.0,36.0,36,GN03
475,Tamil Nadu,Villupuram,Mugaiyur,Veerapondy,12.052727,79.211488,114.0,7.2,7,GN03
476,Tamil Nadu,Villupuram,Tirukovilur,Vengoor Colony EW,11.900774,79.185176,90.0,15.5,16,GN03
477,Tamil Nadu,Villupuram,Tirukovilur,Vengoor Colony OW,11.900771,79.183032,90.0,16.75,17,GN03
478,Tamil Nadu,Virudhunagar,Rajapalayam,Kalamanayakanpatti,9.35,77.66667,98.0,26.0,26,GN03
479,Tamil Nadu,Virudhunagar,Virudhunagar,Kannisseypathur,9.462146,77.8995,74.0,13.0,13,GN03
480,Tamil Nadu,Virudhunagar,Srivilliputhur,Krishnan Koil,9.565278,77.688889,142.0,26.0,26,GN03
481,Tamil Nadu,Virudhunagar,Srivilliputhur,Madarvailagam,9.5,77.629167,137.0,17.0,17,GN03
482,Tamil Nadu,Virudhunagar,Sivakasi,Maraneri,9.421235,77.745991,110.0,25.0,25,GN03
483,Tamil Nadu,Virudhunagar,Virudhunagar,Padiyan Nagar,9.608333,77.816667,111.26,19.0,19,GN03
484,Tamil Nadu,Virudhunagar,Rajapalayam,Rajapalayam,9.459102,77.557659,177.0,12.0,12,GN03
485,Tamil Nadu,Virudhunagar,Virudhunagar,Kottur Service Centre,9.444,77.987,89.0,15.0,15,GN03
486,Tamil Nadu,Virudhunagar,Virudhunagar,Mannarkottai EW,9.4409,77.9638,72.0,12.0,27,GN03
487,Tamil Nadu,Virudhunagar,Virudhunagar,Mannarkottai OW,9.441,77.9637,72.0,12.0,28,GN03
488,Tamil Nadu,Virudhunagar,Sattur,Melputhur,9.314,77.855,80.0,15.0,15,GN03
489,Tamil Nadu,Virudhunagar,Sattur,OM Metupati,9.3314,77.9,67.0,21.0,21,GN03
490,Tamil Nadu,Virudhunagar,Kariapatti,Panikurippu,9.5948,78.1771,77.0,12.0,12,GN03
491,Tamil Nadu,Virudhunagar,Kariapatti,S.Kallupatti,9.6978,78.09,94.0,22.0,22,GN03
492,Tamil Nadu,Virudhunagar,Sattur,"Sathur
EDUCATIONAL AE OFFICE",9.360147,77.917141,71.0,15.0,15,GN03
493,Tamil Nadu,Virudhunagar,Kariapatti,Solaigoundanpatti,9.6006,78.004,105.0,9.0,9,GN03
494,Tamil Nadu,Virudhunagar,Viruthunagar,Sulakarai ITI,9.541,77.947,98.0,12.0,12,GN03
495,Tamil Nadu,Virudhunagar,Kariayapatti,Thoppur Kallencheri,9.6485,78.1181,85.0,18.0,18,GN03
496,Tamil Nadu,Virudunagar,Sivakasi,Anaiyur (Samathuvapuram),9.4606,77.765,119.0,12.0,12,GN03
497,Tamil Nadu,Virudunagar,Aruppukkotai,Aruppukottai EW (ghss),9.5011,78.0961,95.0,15.0,15,GN03
498,Tamil Nadu,Virudunagar,Aruppukkotai,Aruppukttai EW(ITI),9.5414,78.1078,96.0,15.0,15,GN03
499,Tamil Nadu,Virudunagar,Aruppukkotai,Chettikuruchi EW,9.4544,78.0992,93.0,18.0,18,GN03
500,Tamil Nadu,Virudunagar,Virudhunagar,Ellam Reddypatti (e-Seva ),9.515,77.9262,89.0,12.0,12,GN03
501,Tamil Nadu,Virudunagar,Sivakasi,Erichanatham,9.6248,77.8126,122.0,12.0,12,GN03
502,Tamil Nadu,Virudunagar,Sivakasi,Kaliyar Kuruchi,9.5496,77.7828,105.0,18.9,19,GN03
503,Tamil Nadu,Virudunagar,Sattur,Kovil Pulikuthi,9.3758,77.9253,64.0,15.0,15,GN03
504,Tamil Nadu,Virudunagar,Srivilliputhur,"Krishnan Koil,",9.5544,77.6756,158.0,10.6,11,GN03
505,Tamil Nadu,Virudunagar,Sattur,Nalli,9.3545,77.9247,63.0,12.0,12,GN03
506,Tamil Nadu,Virudunagar,Aruppukkotai,Palavanatham EW,9.5478,78.0178,97.0,34.0,34,GN03
507,Tamil Nadu,Virudunagar,Sivakasi,Pudukottai,9.5947,77.8041,114.0,9.0,9,GN03
508,Tamil Nadu,Virudunagar,Sivakasi,Rengapalayam (Seva centre),9.5656,77.7426,120.0,12.0,12,GN03
509,Tamil Nadu,Virudunagar,Virudhunagar,Sankaralingapuram,9.5133,77.8884,92.0,6.0,6,GN03
510,Tamil Nadu,Virudunagar,Sivakasi,Sukkiravarapatti,9.5177,77.798,98.0,16.8,17,GN03
511,Tamil Nadu,Virudunagar,Watrap,Thambipatti Kalam,9.5121,77.6341,153.0,18.0,18,GN03
512,Tamil Nadu,Virudunagar,Sattur,Thottilavanptti EW,9.2097,77.8936,79.0,18.0,18,GN03
513,Tamil Nadu,Virudunagar,Virudhunagar,Vadamalaikuruchi EW,9.4628,77.915,83.0,13.6,14,GN03
514,Tamil Nadu,Virudunagar,Sivakasi,Vadamalapuram OW,9.5035,77.8311,93.0,12.0,12,GN03
515,Tamil Nadu,Virudunagar,Sivakasi,Venduraypuram,9.4611,77.7146,131.0,21.0,21,GN03
516,Tamil Nadu,Virudunagar,Virudhunagar,Virudhunagar (Bus depot),9.541,77.947,98.0,12.4,12,GN03
517,Tamil Nadu,Ariyalur,Thirumanur,Palinganatham EW,10.9594,78.9713,63.0,34.8,35,GN03
518,Tamil Nadu,Ariyalur,Thirumanur,Palinganatham OW,10.9594,78.9713,63.0,41.05,41,GN03
519,Tamil Nadu,Ariyalur,Thirumanur,Venganur,10.9693,79.0236,52.0,29.0,29,ST04
520,Tamil Nadu,Cuddalore,Nallur,Shepakkam,11.5612,79.1445,69.0,10.7,11,GN03
521,Tamil Nadu,DHARMAPURI,Harur,Sittilingi,11.900473,78.622823,401.0,16.7,17,GN03
522,Tamil Nadu,DINDIGUL,Reddiyar Chatiram,Dharmathupatti (Kasavanampatti),10.3424,77.8507,305.0,14.0,14,CK01
523,Tamil Nadu,DINDIGUL,Kujiliampara,Rangapalayam,10.7541,77.9402,181.0,4.6,5,GN03
524,Tamil Nadu,Erode,Ammapet,Attavanaipudur,11.593668,77.669392,217.0,11.0,11,GN03
525,Tamil Nadu,Erode,Perundurai,Pethampalayam,11.346981,77.571403,215.0,16.8,17,GN03
526,Tamil Nadu,Erode,Andhiyur,Burgur,11.8093,77.5445,993.0,23.2,23,GN03
527,Tamil Nadu,Erode,Thalavadi,Thalavadi,11.780344,77.016984,793.0,10.65,11,GN03
528,Tamil Nadu,Kancheepuram,Uttiramerur,Chinnalambadi,12.6811,79.8441,60.0,11.0,11,CK01
529,Tamil Nadu,Kancheepuram,Chengalpattu,Gudalur,12.805287,80.066964,51.0,11.0,11,CK01
530,Tamil Nadu,Kancheepuram,Karuguzhi,Kinar,12.5255,79.9356,38.0,16.8,17,ST04
531,Tamil Nadu,Kancheepuram,Sriperumbudur,Kunnathur,13.0027,80.0992,22.0,22.65,23,CK01
532,Tamil Nadu,Kancheepuram,Katankolathur,Manimangalam EW,12.911231,80.053458,47.0,12.24,12,CK01
533,Tamil Nadu,Kancheepuram,Katankolathur,Manimangalam OW,12.911231,80.053458,47.0,10.19,10,CK01
534,Tamil Nadu,Kancheepuram,Sriperumbudur,Orathur (Neelamangalam),12.8569,80.0365,35.0,22.3,22,SH04
535,Tamil Nadu,Kancheepuram,Uttiramperur,Pazhaveri,12.74201,79.873265,56.0,16.8,17,CK01
536,Tamil Nadu,Kancheepuram,Kancheepuram,Podavur(Melpodavur),12.922279,79.752239,86.0,41.19,41,SH05
537,Tamil Nadu,Kancheepuram,Sriperumbadur,Santhavelur,12.9264,79.8697,79.0,53.4,53,SH05
538,Tamil Nadu,Kancheepuram,Tirukundram,Tirumani,12.6658,79.993,56.0,10.7,11,GN03
539,Tamil Nadu,Kancheepuram,Uttiramerur,Uttiramerur,12.6333,79.7607,59.0,12.59,13,CK01
540,Tamil Nadu,Kancheepuram,Sriperumbudur,VADEKKAL EW (PALNALLUR),12.910881,79.919468,64.0,30.0,30,SH05
541,Tamil Nadu,Kancheepuram,Sriperumbudur,VADEKKAL OW (PALNALLUR),12.910881,79.919468,64.0,29.0,29,SH05
542,Tamil Nadu,Kancheepuram,Chengalpattu,VALLAM,12.69849,80.003619,41.0,4.62,5,CK01
543,Tamil Nadu,Kancheepuram,Sriperumbudur,VANDALUR EW,12.8792,80.0886,50.0,23.9,24,CK01
544,Tamil Nadu,Kancheepuram,Sriperumbudur,VANDALUR OW,12.8792,80.0886,50.0,22.9,23,GN03
545,Tamil Nadu,Karur,Karur,KAKAVADI EW,10.8868,78.0395,157.0,8.0,8,CK01
546,Tamil Nadu,Karur,Karur,KAKAVADI OW,10.8868,78.0396,157.0,8.0,8,CK01
547,Tamil Nadu,Karur,Aravakuruchi,THERAPPADI EW,10.8106,77.9642,166.0,10.7,11,GN03
548,Tamil Nadu,Karur,Aravakuruchi,THERAPPADI OW,10.8106,77.9642,166.0,12.7,13,GN03
549,Tamil Nadu,Krishnagiri,Denkanikottai,BIKKANAPALLY,12.4402,77.7802,839.0,11.0,11,GN03
550,Tamil Nadu,Krishnagiri,Veppanapalli,BILLANAKUPPAM EW,12.6027,78.1853,537.0,17.0,17,GN03
551,Tamil Nadu,Krishnagiri,Veppanapalli,BILLANAKUPPAM OW,12.6025,78.1856,537.0,17.0,17,GN03
552,Tamil Nadu,Krishnagiri,Hosur,ENUSONAI,12.6138,78.0176,711.0,17.0,17,GN03
553,Tamil Nadu,Krishnagiri,Hosur,ENUSONAI,12.6137,78.0175,711.0,17.0,17,GN03
554,Tamil Nadu,Krishnagiri,Kaveripatinam,KATHIRIPURAM,12.4063,78.1892,483.0,27.0,27,GN03
555,Tamil Nadu,Krishnagiri,Mathur,KUNDEPALLI,12.2526,79.5311,417.0,19.0,19,GN03
556,Tamil Nadu,Krishnagiri,Krishnagiri,M.C. PALLI,12.604,78.2495,521.0,24.75,25,BG01
557,Tamil Nadu,Krishnagiri,Thally,MANCHUKONDAPALLI,12.2492,77.5353,597.0,10.7,11,GN03
558,Tamil Nadu,Krishnagiri,Kaveripattinam,NATTANMAI KOTTAI,12.4721,78.2154,480.0,15.0,15,BG01
559,Tamil Nadu,Krishnagiri,Pochampalli,PANNANDUR EW,12.3013,78.2795,429.0,16.8,17,BG01
560,Tamil Nadu,Krishnagiri,Pochampalli,PANNANDUR OW,12.3014,78.2786,429.0,10.7,11,BG01
561,Tamil Nadu,Krishnagiri,Denkanikottai,THALLI,12.5824,77.6578,910.0,16.8,17,BG01
562,Tamil Nadu,Namakkal,Senthamangalam,A.METTUPATTY,11.1097,78.2322,132.0,7.0,7,SC01
563,Tamil Nadu,Namakkal,Paramathi Velur,ARTHANARIPALAYAM,11.1901,78.0006,480.0,4.6,5,GN03
564,Tamil Nadu,Namakkal,Paramathi,KARICHIPALAYAM,11.2978,77.9848,189.0,15.0,15,GN03
565,Tamil Nadu,Namakkal,Nammakal,KEEZHPARALI,11.1165,78.1861,184.0,11.0,11,GN03
566,Tamil Nadu,Namakkal,Mohanur,KUTAMPARAI (PALAPATTI),11.0984,78.0647,127.0,10.65,11,GN03
567,Tamil Nadu,Namakkal,Kollimalai,SELUR EW (VALAVANTHINADU),11.2891,78.3393,1138.0,22.9,23,CK01
568,Tamil Nadu,Namakkal,Kollimalai,SELUR OW (VALAVANTHINADU),11.289,78.3395,1138.0,22.85,23,CK01
569,Tamil Nadu,Nilgiris,Gudalur,MASINIGUDI EW (VAZHAI THOTTAM),11.5318,76.6967,920.0,16.75,17,CK01
570,Tamil Nadu,Nilgiris,Gudalur,MASINIGUDI OW (VAZHAI THOTTAM),11.5318,76.6967,920.0,16.8,17,CK01
571,Tamil Nadu,Salem,Thalaivasal,EAST RAJAPALAYAM,11.4311,78.8066,338.0,11.0,11,CK01
572,Tamil Nadu,Salem,Omalur,KARUPPUR (PERIYAR UNIVERSITY),11.717039,78.096797,297.0,25.0,25,GN03
573,Tamil Nadu,Salem,Attur,MALLIAKARAI,11.5719,78.4951,279.0,26.5,27,GN03
574,Tamil Nadu,Salem,Pethanaickanpalayam,PANAIMADAL,11.7185,78.4755,344.0,14.1,14,GN03
575,Tamil Nadu,Salem,Gangavalli,THAMMAMPATTY,11.446736,78.475092,304.0,11.4,11,GN03
576,Tamil Nadu,Salem,Mettur,VEERAKKALPUTTUR,11.821069,77.857771,286.0,11.75,12,GN03
577,Tamil Nadu,Thiruvallur,Ponneri,CHINNAMBEDU EW,13.3163,80.146,18.0,47.0,47,SH05
578,Tamil Nadu,Thiruvallur,Ponneri,CHINNAMBEDU OW,13.3166,80.146,18.0,47.0,47,SH05
579,Tamil Nadu,Thiruvallur,Uthukottai,GOONIPALAYAM EW,13.279,79.8509,70.0,41.0,41,SH05
580,Tamil Nadu,Thiruvallur,Uthukottai,GOONIPALAYAM OW,13.2792,79.8507,70.0,41.0,41,SH05
581,Tamil Nadu,Thiruvallur,Gumidipoondi,KOLLANUR,13.3723,80.014,79.0,41.0,41,SH05
582,Tamil Nadu,Thiruvallur,Ponneri,NEDAMBARAM EW,13.22,79.7304,69.0,22.55,23,CK01
583,Tamil Nadu,Thiruvallur,Ponneri,NEDAMBARAM OW,13.2199,79.7304,69.0,23.63,24,CK01
584,Tamil Nadu,Thiruvallur,Gummudipoondi,PADIRIVEDU EW,13.444449,80.009922,27.0,41.5,42,GN03
585,Tamil Nadu,Thiruvallur,Gummudipoondi,PADIRIVEDU OW,13.444449,80.009922,27.0,41.22,41,GN03
586,Tamil Nadu,Thiruvallur,Tiruthani,PLACEPALAYAM EW,13.277443,79.768715,134.0,37.2,37,ST04
587,Tamil Nadu,Thiruvallur,Tiruthani,PLACEPALAYAM OW,13.277443,79.768715,134.0,40.53,41,ST04
588,Tamil Nadu,Thiruvallur,Tiruthani,POONIMANGADU,13.2652,79.64,83.0,13.2,13,GN03
589,Tamil Nadu,Tiruvannamalai,Arani,AKKUR EW,12.6845,79.6293,87.0,9.0,9,CK01
590,Tamil Nadu,Tiruvannamalai,Arani,AKKUR OW,12.6846,79.6292,87.0,10.0,10,CK01
591,Tamil Nadu,Tiruvannamalai,Arani,ARIYAPADI EW,12.7127,79.2231,171.0,17.0,17,GN03
592,Tamil Nadu,Tiruvannamalai,Arani,ARIYAPADI OW,12.7126,79.2229,171.0,17.0,17,GN03
593,Tamil Nadu,Tiruvannamalai,Chetpet,EDYANKULATHUR,12.4613,79.3285,158.0,11.0,11,CK01
594,Tamil Nadu,Tiruvannamalai,Polur,KALVASAL,12.6135,79.1577,179.0,17.8,18,GN03
595,Tamil Nadu,Tiruvannamalai,Arani,KATTUKANALLUR EW,12.7532,79.1346,211.0,17.0,17,CK01
596,Tamil Nadu,Tiruvannamalai,Kalasapakkam,KILPALUR,12.3921,78.9436,215.0,17.0,17,GN03
597,Tamil Nadu,Tiruvannamalai,Vanthavasi,KODUNGALUR (KIL),12.5061,79.7072,57.0,11.0,11,GN03
598,Tamil Nadu,Tiruvannamalai,Vanthavasi,MAMANDUR,12.7417,79.6756,92.0,12.27,12,CK01
599,Tamil Nadu,Tiruvannamalai,Sathyavijayanagaram,MATTATHARI,12.7093,79.3371,134.0,28.9,29,GN03
600,Tamil Nadu,Tiruvannamalai,Cheyyar,MELMATTA VINNAMANGALAM,12.7795,79.4345,120.0,29.35,29,GN02
601,Tamil Nadu,Tiruvannamalai,Cheyyar,PURISAI EW,12.581,79.5801,93.0,10.96,11,GN03
602,Tamil Nadu,Tiruvannamalai,Cheyyar,PURISAI OW,12.5809,79.5799,93.0,15.82,16,GN03
603,Tamil Nadu,Tiruvannamalai,Arani,THATCHUR,12.5928,79.2707,131.0,16.85,17,CK01
604,Tamil Nadu,Tiruvannamalai,Polur,THIRUSUR (PADIYAMPATTU),12.481,79.0909,196.0,10.68,11,CK01
605,Tamil Nadu,Tiruvannamalai,Chengam,UNNAMALAIPALAYAM,12.3296,78.8634,209.0,29.08,29,CK01
606,Tamil Nadu,Tiruvannamalai,Cheyyar,VILARIPATTU,12.614,79.5318,101.0,16.8,17,CK01
607,Tamil Nadu,Vellore,Arakonam,AYIPPEDU,13.1061,79.4913,137.0,18.0,18,GN03
608,Tamil Nadu,Vellore,Pernambut,CHARAKKAL (MASIGAM),12.880533,79.320961,374.0,29.0,29,GN03
609,Tamil Nadu,Vellore,Arcot,IRUNGUR,12.683814,79.445895,112.0,10.0,10,GN03
610,Tamil Nadu,Vellore,Nemili,KATTUBAKKAM,13.0198,79.5239,115.0,11.0,11,GN03
611,Tamil Nadu,Vellore,Wallajah,KILKUPPAM,12.871549,79.279291,195.0,24.0,24,GN03
612,Tamil Nadu,Vellore,Arakkonam,KOOTHAMBAKKAM,13.008283,79.5055,123.0,10.7,11,GN03
613,Tamil Nadu,Vellore,Natrampalli,KOTHUR,12.6099,78.4324,551.0,10.68,11,GN03
614,Tamil Nadu,Vellore,Wallajah,LALAPETTAI,12.9899,79.3028,215.0,16.7,17,GN03
615,Tamil Nadu,Vellore,Arakkonam,MUDUR,13.1346,79.6686,76.0,4.62,5,GN03
616,Tamil Nadu,Vellore,Shoolingar,PONNAI,13.1314,79.2535,239.0,17.04,17,CK01
617,Tamil Nadu,Vellore,Tirupathur,SEVVATHUR,12.4027,78.5245,383.0,22.9,23,GN03
618,Tamil Nadu,Vellore,Arakkonam,SEYYUR,13.0604,79.7004,83.0,22.39,22,GN03
619,Tamil Nadu,Vellore,Nemili,THURAIYUR,12.9498,79.5656,108.0,10.7,11,GN03
620,Tamil Nadu,Viluppuram,Sankarapuram,CHITHAL,11.837115,79.030372,142.0,29.0,29,GN03
621,Tamil Nadu,Viluppuram,Chinnasalem,KANDIKKAL (VELLIMALAI),11.797905,78.712671,689.0,12.0,12,CK01
622,Tamil Nadu,Viluppuram,Thindivanam,KONAKKAMPATTU,12.2526,79.5311,77.0,8.05,8,CK01
623,Tamil Nadu,Viluppuram,Sultanpet,MAMBALAPATTU,11.9574,79.3764,69.0,10.65,11,CK01
624,Tamil Nadu,Viluppuram,Poolachi South,SERAPATTU,11.9747,78.7731,644.0,10.73,11,GN03
625,Tamil Nadu,Coimbatore,Sultanpet,Bogampatti EW,10.9006,77.1224,420.0,17.5,18,GN03
626,Tamil Nadu,Coimbatore,Sultanpet,J. Krishnapuram EW,10.6728,77.2401,340.0,17.0,17,GN03
627,Tamil Nadu,Coimbatore,Poolachi South,Kanjampatti EW,10.6263,77.078,353.0,18.0,18,GN03
628,Tamil Nadu,Dharmapuri,Morappur (Pappireddipatti),Adhikarapatti (Palayampalli) OW,11.934,78.3909,414.0,6.0,6,GN03
629,Tamil Nadu,Dharmapuri,Morappur (Pappireddipatti),Athikarapatti (Gedakkarahally) OW,11.934,78.3909,415.0,5.0,5,CK01
630,Tamil Nadu,Dharmapuri,Pappireddipatti,Boothanatham (Keserkuli R.F) OW,12.291301,77.91746,499.0,20.0,20,GN03
631,Tamil Nadu,Dharmapuri,Pennagaram,Chinnavathalapuram EW,12.0659,77.8152,391.0,11.0,11,GN03
632,Tamil Nadu,Dharmapuri,Nallampalli,Dokkubodanahalli OW,12.015109,78.066578,476.0,17.0,17,GN03
633,Tamil Nadu,Dharmapuri,Dharmapuri,Elakkiampatti (A. Jettihalli) EW,12.092188,78.128016,474.0,27.0,27,GN03
634,Tamil Nadu,Dharmapuri,Palacodu,Kottur (Bevuhalli) EW,12.3067,77.9908,537.0,7.0,7,CK01
635,Tamil Nadu,Dharmapuri,Morappur (Pappireddipatti),Maniyampadi (Keserkuli R.F. Extension) OW,12.1247,78.2847,481.0,7.0,7,GN03
636,Tamil Nadu,Dharmapuri,Pappireddipatti,Menasi (Kavaramalai Extensionr.F) OW,11.9739,78.3697,414.0,6.0,6,GN03
637,Tamil Nadu,Dharmapuri,Pennagaram,Mudugampatty OW,12.0531,77.8963,400.0,11.0,11,GN03
638,Tamil Nadu,Dharmapuri,Dharmapuri,Mukkalanaickanpatti OW,12.0861,78.1875,416.0,20.0,20,GN03
639,Tamil Nadu,Dharmapuri,Nallampalli,Nagarkoodal EW,12.078,78.0518,361.0,11.0,11,GN03
640,Tamil Nadu,Dharmapuri,Dharmapuri,Oddupatti OW,12.30241,78.498361,445.0,17.0,17,GN03
641,Tamil Nadu,Dharmapuri,Pappireddipatti,Pappampaddi OW,11.94909,78.428323,435.0,7.0,7,GN03
642,Tamil Nadu,Dharmapuri,Pennagaram,Pattakarankottai (Jarimankurichy) OW,11.942732,77.806831,322.0,22.0,5,GN03
643,Tamil Nadu,Dharmapuri,Pennagaram,Pudupatti OW,12.0491,77.9523,450.0,11.0,11,GN03
644,Tamil Nadu,Dharmapuri,Nallampalli,Thadangam (Baisuhalli) OW,12.1075,78.1221,466.0,5.0,5,GN03
645,Tamil Nadu,Dharmapuri,Palacodu,Thirumalvadi OW,12.318537,77.974121,563.0,9.0,9,CK01
646,Tamil Nadu,Dharmapuri,Dharmapuri,Veppamarathur (B. Mallapuram) EW,11.9747,78.147,409.0,13.0,13,GN03
647,Tamil Nadu,Dindigul,Athoor,Aiyampalayam EW,10.2245,77.7466,280.0,9.0,9,GN03
648,Tamil Nadu,Dindigul,Palani,Boduvarpatti EW,10.5126,77.6271,311.0,13.5,0,GN03
649,Tamil Nadu,Dindigul,Reddiarchatram,Chettiyapatti (Kamachipuram) EW,10.430353,77.829414,303.0,11.0,11,GN03
650,Tamil Nadu,Dindigul,Athoor,Citharevu (Manalur) EW,10.306669,77.727422,290.0,24.0,24,GN03
651,Tamil Nadu,Dindigul,Oddanchatram,Ellapatti EW,10.6516,77.8047,22.0,5.0,5,GN03
652,Tamil Nadu,Dindigul,Reddiarchatram,Gurunathanaickenur EW,10.490083,77.899053,244.0,11.0,11,GN03
653,Tamil Nadu,Dindigul,Thoppampatti,Kallimandayam EW,10.5981,77.6806,31.0,9.0,9,GN03
654,Tamil Nadu,Dindigul,Batlagundu,Kottur OW,10.2127,77.8642,267.0,5.0,5,GN03
655,Tamil Nadu,Dindigul,Nilakottai,Mattapparai EW,10.0958,77.9075,46.0,11.0,11,GN03
656,Tamil Nadu,Dindigul,Nilakottai,Mavathampatti (Oruthattu) EW,10.183389,77.908787,242.0,11.0,11,GN03
657,Tamil Nadu,Dindigul,Thoppampatti,Mettupatti OW,10.6001,77.5794,296.0,5.0,5,GN03
658,Tamil Nadu,Dindigul,Batlagundu,Muthulapuram EW,10.1906,77.7867,244.0,11.0,11,GN03
659,Tamil Nadu,Dindigul,Batlagundu,Nadakottai EW,10.083,77.82,288.0,5.0,5,GN03
660,Tamil Nadu,Dindigul,Vedasandur,Nallamanarkottai EW,10.47509,78.027402,249.0,19.0,19,GN03
661,Tamil Nadu,Dindigul,Nilakottai,Pallapatti EW,10.1351,77.9159,207.0,16.0,16,GN03
662,Tamil Nadu,Dindigul,Nilakottai,Pallapatti OW,10.135,77.9159,207.0,16.0,16,GN03
663,Tamil Nadu,Dindigul,Thoppampatti,Paruthiyur OW,10.6673,77.6033,259.0,7.0,7,GN03
664,Tamil Nadu,Dindigul,Reddiarchatram,Puduettamanayakkanpatti (Kadalvani) OW,10.447934,77.791628,259.0,7.0,7,GN03
665,Tamil Nadu,Dindigul,Oddanchatram,Puliyurnatham EW,10.5596,77.8028,245.0,6.0,6,GN03
666,Tamil Nadu,Dindigul,Oddanchatram,Puliyurnatham OW,10.5596,77.8028,244.0,8.0,8,GN03
667,Tamil Nadu,Dindigul,Thoppampatti,Pushpathur (Manoor) EW,10.5404,77.3698,295.0,5.0,5,GN03
668,Tamil Nadu,Dindigul,Guziliamparai,R. Kombai EW,10.6194,78.1393,346.0,23.0,23,GN03
669,Tamil Nadu,Dindigul,Guziliamparai,R. Pudukottai OW,10.6131,78.0507,233.0,3.0,3,GN03
670,Tamil Nadu,Dindigul,Guziliamparai,R. Vellodu OW,10.7506,78.0214,192.0,9.0,9,GN03
671,Tamil Nadu,Dindigul,Shanarpatti,Siluvathur OW,10.3436,78.0858,296.0,14.0,14,GN03
