S_No,State,District,Block_Talu,Village,Latitude,Longitude,Elevation_,Aquifer_11,Aquifer_12,AquiferCod
672,Tamil Nadu,Dindigul,Oddanchatram,Sindalapatti OW,10.552023,77.745707,275.0,11.0,11,GN03
673,Tamil Nadu,Dindigul,Vadamadurai,Vadamadurai OW,10.4423,78.1032,292.0,19.0,19,GN03
674,Tamil Nadu,Erode,Modakkuruchi,Injampalli EW,11.2045,77.8199,165.0,6.0,6,GN03
675,Tamil Nadu,Erode,Modakkuruchi,Nanjai Oothukuli EW,11.2636,77.7721,173.0,5.0,5,GN03
676,Tamil Nadu,Kanchipuram,Kanchipuram,Baluchettychatram (Muttavakkam) EW,12.899359,79.640284,104.0,41.0,41,CK01
677,Tamil Nadu,Kanchipuram,Walajabad,Baluchettychatram (Muttavakkam) OW,12.899359,79.640284,104.0,41.0,41,CK01
678,Tamil Nadu,Kanchipuram,Kanchipuram,Dhamal EW,12.8845,79.5972,109.0,47.0,47,GN03
679,Tamil Nadu,Kanchipuram,Walajabad,Putheri EW,12.841008,79.68458,92.0,42.0,42,GN03
680,Tamil Nadu,Kanchipuram,Uthiramerur,Thirupulivanam EW,12.6694,79.7602,72.0,5.0,5,GN03
681,Tamil Nadu,Karur,Aravakurichi,Ammankovilpalayam (Modakkur West) EW,10.7654,77.8347,192.0,5.0,5,GN03
682,Tamil Nadu,Karur,K.Paramathi,Arasanpalayam (Kuppam) EW,11.0074,77.9511,161.0,5.0,5,GN03
683,Tamil Nadu,Karur,Thanthoni,Chinnakulathupatti (Paganatham) OW,10.8408,78.0533,178.0,5.0,5,GN03
684,Tamil Nadu,Karur,Thanthoni,Chinnakulathupatti EW,10.8408,78.0532,178.0,6.0,6,GN03
685,Tamil Nadu,Karur,Kadavur,Kadavur colony (D. Edayapatti East) EW,10.5876,78.1944,300.0,18.0,18,GN03
686,Tamil Nadu,Karur,Kadavur,Kadavur colony (D. Edayapatti East) OW,10.5875,78.1944,288.0,23.0,23,GN03
687,Tamil Nadu,Karur,K.Paramathi,Karvazhi EW,11.0153,77.7927,206.0,5.5,6,GN03
688,Tamil Nadu,Karur,Karur,Manmangalam (Erichinnaganampatti) OW,11.0291,78.0674,145.0,5.0,5,GN03
689,Tamil Nadu,Karur,Aravakurichi,Palanigoundanvalasu (Senthamangalam East) OW,10.655,77.8697,222.0,5.0,5,GN03
690,Tamil Nadu,Karur,Karur,Peria Varapalayam (Punjai Pugalur) OW,11.0558,78.016413,130.0,15.0,15,GN03
691,Tamil Nadu,Karur,Aravakurichi,Pethachinagar (Euruarpatti) OW,10.7043,77.9578,174.0,5.0,5,GN03
692,Tamil Nadu,Karur,Aravakurichi,Pethachinagar (Eurumarpatti) EW,10.7043,77.9576,174.0,5.0,5,GN03
693,Tamil Nadu,Karur,Kadavur,Veeranampatti (Melappaguthi) OW,10.729,78.2103,182.0,11.0,11,GN03
694,Tamil Nadu,Krishnagiri,Bargur,Batlapalli OW,12.4648,78.3971,446.0,5.0,5,GN03
695,Tamil Nadu,Krishnagiri,Kelamangalam,Erichinnaganampatti EW,12.4731,78.0291,517.0,5.0,5,CK01
696,Tamil Nadu,Krishnagiri,Veppanapalli,Gurubarapalli (Billanakuppam) OW,12.5974,78.1331,517.0,16.0,16,CK01
697,Tamil Nadu,Krishnagiri,Krishnagiri,Ittikkal agaram (Agaram A/B) EW,12.5287,78.1255,517.0,5.0,5,GN03
698,Tamil Nadu,Krishnagiri,Mathur,Kalarpathi OW,12.0364,78.3891,397.0,5.0,5,GN03
699,Tamil Nadu,Krishnagiri,Mathur,Kattupatti OW,12.2443,78.4151,399.0,5.34,5,BG01
700,Tamil Nadu,Krishnagiri,Bargur,Mallapadi EW,12.5344,78.3753,583.0,13.0,13,GN03
701,Tamil Nadu,Krishnagiri,Bargur,Mallapadi OW,12.5344,78.3752,487.0,20.0,20,GN03
702,Tamil Nadu,Krishnagiri,Uthangarai,Mallupatti EW,12.244,78.6098,327.0,5.0,5,GN03
703,Tamil Nadu,Krishnagiri,Bargur,Mittapalli (Balinayanapalli) EW,12.5295,78.3105,476.0,12.0,12,GN03
704,Tamil Nadu,Krishnagiri,Mathur,Pasandi OW,12.314,78.4839,388.0,5.0,5,GN03
705,Tamil Nadu,Krishnagiri,Krishnagiri,Peddathanapalli EW,12.5674,78.377,521.0,5.0,5,GN03
706,Tamil Nadu,Krishnagiri,Uthangarai,Pudur Punganai OW,12.1864,78.4842,355.0,5.0,5,GN03
707,Tamil Nadu,Krishnagiri,Kelamangalam,Santhanapalli (Hanuanthapuram) OW,12.4565,77.8307,909.0,17.0,17,GN03
708,Tamil Nadu,Krishnagiri,Shoolagiri,Udhanapalli (Muthanthalli) E W,12.6103,77.9394,740.0,16.0,16,GN03
709,Tamil Nadu,Krishnagiri,Shoolagiri,Udhanapalli (Muthanthalli) OW,12.6103,77.9395,740.0,15.0,15,GN03
710,Tamil Nadu,Krishnagiri,Kelamangalam,Unichetty (P.H) Gullatty EW,12.4453,77.8506,879.0,11.0,11,GN03
711,Tamil Nadu,Krishnagiri,Kelamangalam,Unichetty (P.H) Gullatty OW,12.437,77.8505,879.0,11.0,11,GN03
712,Tamil Nadu,Krishnagiri,Veppanapalli,Veppanapalli (Konganepalli) EW,12.6998,78.1923,563.0,24.0,24,GN03
713,Tamil Nadu,Krishnagiri,Veppanapalli,Veppanapalli (Konganepalli) OW,12.6998,78.1925,583.0,22.0,22,CK01
714,Tamil Nadu,Madurai,Sedapatti,Chinnakattalai EW,9.8472,77.7999,169.0,11.0,11,GN03
715,Tamil Nadu,Madurai,Usilampatti,Doddappanaickanur EW,9.9769,77.7333,263.0,17.0,17,GN03
716,Tamil Nadu,Madurai,Usilampatti,Nallathevanpatti EW,9.9366,77.7835,216.0,11.0,11,GN03
717,Tamil Nadu,Madurai,Usilampatti,Nallathevanpatti OW,9.9366,77.7837,217.0,12.0,12,GN03
718,Tamil Nadu,Madurai,Sedapatti,Perungamanallur EW,9.8653,77.8168,167.0,11.0,11,GN03
719,Tamil Nadu,Madurai,Alanganallur,Vellaiyampatti EW,10.09,78.1487,238.0,35.0,35,GN03
720,Tamil Nadu,Namakkal,Sendamangalam,Sendamangalam EW,11.283486,78.23818,188.0,5.0,5,GN03
721,Tamil Nadu,Namakkal,Namakkal,District Collectorate Namakkal (Thummankurichi) EW,11.2479,78.1284,204.0,31.0,31,GN03
722,Tamil Nadu,Namakkal,Paramathy,Karukkampalayam EW,11.2857,77.9801,171.0,5.0,5,GN03
723,Tamil Nadu,Namakkal,Erumaipatty,Kavakkrampatti EW,11.1159,78.2894,162.0,6.0,6,GN03
724,Tamil Nadu,Namakkal,Elachipalayam,Lattivadi EW,11.300134,78.01399,171.0,17.0,17,GN03
725,Tamil Nadu,Namakkal,Puduchathiram,Minnampalli EW,11.3163,78.1865,229.0,19.0,19,GN03
726,Tamil Nadu,Namakkal,Puduchathiram,Minnampalli OW,11.3165,78.1865,226.0,23.7,24,GN03
727,Tamil Nadu,Namakkal,Vennandur,Palanthinnipatti EW,11.4954,78.1137,241.0,17.0,17,GN03
728,Tamil Nadu,Namakkal,Mohanur,Tholur EW,11.1408,78.1305,153.0,18.0,18,CK01
729,Tamil Nadu,Namakkal,Mallasamudram,Vandinatham EW,11.4156,78.0082,200.0,11.0,11,GN03
730,Tamil Nadu,Namakkal,Paramathy,Villipalayam EW,11.194656,78.042513,152.0,5.0,5,GN03
731,Tamil Nadu,Perambalur,Veppanthattai,Mettupalayam (South) EW,11.350704,78.901828,94.0,3.0,3,CK01
732,Tamil Nadu,Perambalur,Veppanthattai,Pasumbalur (South) EW,11.4326,78.8832,114.0,11.0,11,GN03
733,Tamil Nadu,Perambalur,Perambalur,Velur A/B EW,11.1878,78.7887,165.0,11.0,11,GN03
734,Tamil Nadu,Pudukkottai,Ponnamaravathi,Alavayal OW,10.3234,78.538711,158.0,23.0,23,GN03
735,Tamil Nadu,Pudukkottai,Annavasal,Ammachatiram OW,10.543772,78.784075,111.0,25.0,25,GN03
736,Tamil Nadu,Pudukkottai,Annavasal,Kanchirampatti OW,10.4737,78.6128,142.0,12.0,12,GN03
737,Tamil Nadu,Pudukkottai,Viralimalai,Kodumbalur OW,10.5427,78.5125,150.0,5.0,5,GN03
738,Tamil Nadu,Pudukkottai,Kunnandarkoil,Lekkanapatti OW,10.577903,78.71841,121.0,12.0,12,GN03
739,Tamil Nadu,Pudukkottai,Kunnandarkoil,Mangathevanpatti OW,10.572,78.8326,100.0,24.0,24,GN03
740,Tamil Nadu,Pudukkottai,Kunandarkoil,Melapatti OW,10.6776,78.874,64.0,11.0,11,GN03
741,Tamil Nadu,Pudukkottai,Thirumayam,Melur OW,10.236974,78.718139,100.0,12.0,12,GN03
742,Tamil Nadu,Pudukkottai,Ponnamaravathi,Mylore OW,10.2885,78.5244,160.0,11.0,11,GN03
743,Tamil Nadu,Pudukkottai,Pudukottai,Nathampannai 9A OW,10.413797,78.788918,115.0,11.0,11,GN03
744,Tamil Nadu,Pudukkottai,Ponnamaravathi,Oliyamangalam OW,10.4185,78.5297,153.0,27.0,27,GN03
745,Tamil Nadu,Pudukkottai,Annavasal,Panampatti OW,10.447365,78.757127,110.0,14.0,14,GN03
746,Tamil Nadu,Pudukkottai,Viralimalai,Perambur OW,10.6168,78.6451,167.0,17.0,17,GN03
747,Tamil Nadu,Pudukkottai,Pudukottai,Rajakulathur OW,10.497,78.8459,96.0,11.0,11,GN03
748,Tamil Nadu,Pudukkottai,Ponnamaravathi,Sadayampatti OW,10.3897,78.551,145.0,11.0,11,GN03
749,Tamil Nadu,Pudukkottai,Annavasal,Sundarapatti OW,10.366019,78.70597,109.0,15.0,15,GN03
750,Tamil Nadu,Pudukkottai,Ponnamaravathi,Thirukkalambur OW,10.2084,78.4913,136.0,5.0,5,GN03
751,Tamil Nadu,Pudukkottai,Annavasal,Vadhiripatti (Vellanjar) OW,10.509877,78.679854,130.0,12.0,12,GN03
752,Tamil Nadu,Pudukkottai,Annavasal,Vayalogam OW,10.410168,78.684524,112.0,17.0,17,GN03
753,Tamil Nadu,Pudukkottai,Ponnamaravathi,Vegupatti OW,10.2757,78.5621,141.0,17.0,17,GN03
754,Tamil Nadu,Salem,Attur,Attur EW,11.6007,78.5893,224.0,11.0,11,CK01
755,Tamil Nadu,Salem,Thalaivasal,Sarathi (A Vayalur) EW,11.5724,78.7878,224.0,5.0,5,GN03
756,Tamil Nadu,Salem,Thalaivasal,Sathapadi (Panavasal) EW,11.535318,78.680095,151.0,5.0,5,GN03
757,Tamil Nadu,Theni,Andipatti,Andipatti EW,9.9999,77.6259,294.0,11.0,11,GN03
758,Tamil Nadu,Theni,Uthamapalayam,Chinnamanur OW,9.851271,77.384975,370.0,19.0,19,GN03
759,Tamil Nadu,Theni,Chinnamanur,Erasakkanaickanur EW,9.789868,77.39484,418.0,23.0,23,GN03
760,Tamil Nadu,Theni,Cumbam,Gudalur OW,9.6764,77.2503,461.0,26.0,26,GN03
761,Tamil Nadu,Theni,Myladumparai,Kandamanur (Gandamanur) EW,9.9191,77.5159,317.0,2.0,2,GN03
762,Tamil Nadu,Theni,Theni,Kottur OW,9.907,77.4055,343.0,22.0,22,GN03
763,Tamil Nadu,Theni,Andipatti,Kovilpatti EW,10.0272,77.5778,48.0,5.0,5,GN03
764,Tamil Nadu,Theni,Mayiladumparai,Kumanan Thozu OW,9.7603,77.4753,396.0,17.0,17,GN03
765,Tamil Nadu,Theni,Mayiladumparai,Manthisunai OW,9.7952,77.5582,402.0,23.0,23,GN03
766,Tamil Nadu,Theni,Andipatti,Okkaraipatti EW,9.9616,77.5694,317.0,27.0,27,GN03
767,Tamil Nadu,Theni,Periyakulam,Periyakulam OW,10.1228,77.5367,285.0,17.0,17,GN03
768,Tamil Nadu,Theni,Andipatti,Shanmugasundarapuram EW,10.002719,77.590426,289.0,11.0,11,GN03
769,Tamil Nadu,Theni,Periyakulam,Silverpatti OW,10.119998,77.620323,273.0,11.0,11,GN03
770,Tamil Nadu,Theni,Uthamapalayam,Thevaram EW,9.8967,77.277,422.0,56.0,56,GN03
771,Tamil Nadu,Theni,Uthamapalayam,Thevaram OW,9.8968,77.2769,424.0,56.0,56,GN03
772,Tamil Nadu,Thiruvallur,Villivakkam,Ambattur OW,13.1186,80.1547,28.0,48.0,48,GN03
773,Tamil Nadu,Thiruvallur,R.K.Pet,Balapuram OW,13.1531,79.3828,177.0,15.0,15,GN03
774,Tamil Nadu,Thiruvallur,Ellapuram,Enambakkam EW,13.28401,79.991425,38.0,50.0,50,GN03
775,Tamil Nadu,Thiruvallur,Ellapuram,Enambakkam OW,13.28401,79.991425,38.0,50.0,50,GN03
776,Tamil Nadu,Thiruvallur,Kadambathur,Kottaiyur EW,12.995703,79.865405,156.0,41.0,41,GN03
777,Tamil Nadu,Thiruvallur,Kadambathur,Kottaiyur OW,12.995703,79.865405,156.0,34.0,34,GN03
778,Tamil Nadu,Thiruvallur,Tiruthani,Krishnasamudram OW,13.219691,79.52675,163.0,9.0,9,GN03
779,Tamil Nadu,Thiruvallur,Pallipattu,Pallipattu (Nediyam) EW,13.33,79.4947,146.0,9.0,9,GN03
780,Tamil Nadu,Thiruvallur,Ellapuram,Panapakkam OW,13.2924,80.0556,25.0,45.0,45,GN03
781,Tamil Nadu,Thiruvallur,Poonamallee,Tiruninravur OW,13.1192,80.161,36.0,43.0,43,GN03
782,Tamil Nadu,Thiruvallur,Sholavaram,Valapakkam EW,13.307827,80.063214,25.0,43.0,43,GN03
783,Tamil Nadu,Thiruvallur,R.K.Pet,Vediyankadu OW,13.1095,79.318,214.0,5.0,5,GN03
784,Tamil Nadu,Thiruvallur,Pallipattu,Veliagaram OW,13.3276,79.4229,170.0,12.0,12,GN03
785,Tamil Nadu,Thiruvannamalai,Kilpenathur,Andampallam (Isukalikatteri) OW,12.0991,79.1695,126.0,17.0,17,GN03
786,Tamil Nadu,Thiruvannamalai,Thurinjapuram,Kamalaputhur OW,12.382267,79.154938,414.0,7.0,7,GN03
787,Tamil Nadu,Thiruvannamalai,Chengam,Kannakurkkai EW,12.2586,78.9511,434.0,9.0,9,GN03
788,Tamil Nadu,Thiruvannamalai,Thiruvannamalai,Kattampundi EW,12.1267,79.0855,145.0,10.0,10,GN03
789,Tamil Nadu,Thiruvannamalai,Thiruvannamalai,Kattampundi OW,12.1267,79.0855,145.0,11.0,11,GN03
790,Tamil Nadu,Thiruvannamalai,Vandavasi,Kilkodungalur EW,12.5003,79.7028,62.0,9.0,9,GN03
791,Tamil Nadu,Thiruvannamalai,Kilpenathur,Kilpennathur OW,12.25,79.2225,147.0,11.0,11,GN03
792,Tamil Nadu,Thiruvannamalai,Kilpenathur,Kolathur (Konalur) EW,12.1765,79.1975,145.0,11.0,11,GN03
793,Tamil Nadu,Thiruvannamalai,Chengam,Kuppanatham EW,12.3986,78.7714,362.0,7.0,7,GN03
794,Tamil Nadu,Thiruvannamalai,Thandarampet,Mothakkal EW,12.0854,78.7414,265.0,11.0,11,GN03
795,Tamil Nadu,Thiruvannamalai,Thandarampet,Narayanakuppam (Kolamanjanoor) EW,12.0969,78.8714,182.0,7.0,7,GN03
796,Tamil Nadu,Thiruvannamalai,Cheyyar,Nedumpirai OW,12.7078,79.5611,109.0,11.0,11,GN03
797,Tamil Nadu,Thiruvannamalai,Vandavasi,Salavedu OW,12.4858,79.7303,265.0,9.0,9,GN03
798,Tamil Nadu,Thiruvannamalai,Kalasapakkam,Vilavarni (Aridharimangalam) EW,12.445999,79.034523,200.0,11.0,11,GN03
799,Tamil Nadu,Thoothukudi,Ottapidaram,Kailaspuram (Kilakottai) OW,8.8598,77.8254,49.0,8.0,8,GN03
800,Tamil Nadu,Thoothukudi,Pudukottai,M.Pudur (A.Thiyakurichi) EW,8.709,78.0038,40.0,17.0,17,GN03
801,Tamil Nadu,Thoothukudi,Sattankulam,Meignanapuram EW,8.4658,78.0022,19.0,37.0,37,GN03
802,Tamil Nadu,Thoothukudi,Ottapidaram,Parivilikottai (Malaipatti) EW,8.918,77.8711,82.0,9.0,9,GN03
803,Tamil Nadu,Thoothukudi,Pudukottai,Pudukottai (Panchalamkurichi A/C) EW,8.7411,78.0458,30.0,17.0,17,GN03
804,Tamil Nadu,Thoothukudi,Pudukottai,Thimmarajapuram EW,8.7583,77.9919,32.0,17.0,17,GN03
805,Tamil Nadu,Tiruchirapalli,Manikandam,Alundur OW,10.6856,78.6145,102.0,11.65,12,GN03
806,Tamil Nadu,Tiruchirapalli,Manapparai,Chinnaiyathampatti (Periapatti) EW,10.641657,78.321158,191.0,23.0,23,GN03
807,Tamil Nadu,Tiruchirapalli,Vaiyampatty,Karutha Kodangipatti (Karuppur) EW,10.477,78.3183,286.0,13.0,13,GN03
808,Tamil Nadu,Tiruchirapalli,Manapparai,Karvadi EW,10.489,78.4284,207.0,13.0,13,GN03
809,Tamil Nadu,Tiruchirapalli,Manapparai,Karvadi OW,10.489,78.4284,265.0,13.0,13,GN03
810,Tamil Nadu,Tiruchirapalli,Vaiyampatty,Kurumbapatti (K. Periapatti) EW,10.669887,78.474605,191.0,13.0,13,GN03
811,Tamil Nadu,Tiruchirapalli,Marungapuri,Marungapuri A/C OW,10.436,78.4108,228.0,13.0,13,GN03
812,Tamil Nadu,Tiruchirapalli,Manikandam,Melanagamangalam OW,10.710997,78.619866,92.0,11.0,11,GN03
813,Tamil Nadu,Tiruchirapalli,Musiri,Musiri OW,10.9597,78.4397,93.0,6.0,6,GN03
814,Tamil Nadu,Tiruchirapalli,Vaiyampatty,Nallampillai OW,10.650051,78.375272,172.0,5.0,5,GN03
815,Tamil Nadu,Tiruchirapalli,Thathaiyangarpet,Paithambarai OW,11.077046,78.456582,117.0,10.0,10,GN03
816,Tamil Nadu,Tiruchirapalli,Marungapuri,Pallakurichi EW,10.4126,78.5019,164.0,11.0,11,GN03
817,Tamil Nadu,Tiruchirapalli,Marungapuri,Pallakurichi OW,10.4126,78.5019,164.0,11.0,11,GN03
818,Tamil Nadu,Tiruchirapalli,Manachanallur,Sanamangalam OW,11.0609,78.7928,118.0,23.0,23,GN03
819,Tamil Nadu,Tiruchirapalli,Manapparai,Sathapadiputhur (Pannapatti. E) OW,10.564597,78.374915,181.0,24.0,24,GN02
820,Tamil Nadu,Tiruchirapalli,Thuraiyur,Siruganatham OW,11.187742,78.57397,149.0,17.0,17,GN03
821,Tamil Nadu,Tiruchirapalli,Uppiliyapuram,Talugai (Mammalai R.F.) A/C OW,11.245036,78.705107,260.0,5.0,5,GN03
822,Tamil Nadu,Tiruchirapalli,Thottiyam,Thottiyam OW,10.993671,78.324021,103.0,16.0,16,GN03
823,Tamil Nadu,Tiruchirapalli,Uppiliyapuram,Vairichettipalayam OW,11.2773,78.4906,185.0,25.0,25,GN03
824,Tamil Nadu,Tiruchirapalli,Thuraiyur,Valaiyeduppu (Vadakkuveli) OW,11.0975,78.4793,127.0,20.0,20,GN03
825,Tamil Nadu,Tiruchirapalli,Tiruverambur,Valavanthankottai OW,10.7597,78.8338,74.0,22.0,22,GN03
826,Tamil Nadu,Tirunelveli,Keezhapavur,Achchankuttam OW,8.974946,77.482402,48.0,17.0,17,GN03
827,Tamil Nadu,Tirunelveli,Ambasamudram,Ambasamudram OW,8.713072,77.45691,68.0,5.0,5,GN03
828,Tamil Nadu,Tirunelveli,Shengottai,Ayikudy OW,9.015391,77.347058,156.0,21.0,21,GN03
829,Tamil Nadu,Tirunelveli,Nangunneri,Ins Kattabomman OW,8.4013,77.7502,38.0,9.0,9,GN03
830,Tamil Nadu,Tirunelveli,Ambasamudram,Iyan Singampatty (Vairavikulam) OW,8.687566,77.448001,78.0,8.0,8,GN03
831,Tamil Nadu,Tirunelveli,Sankarankovil,Karivalamvandanallur EW,9.2664,77.5386,135.0,22.0,22,GN03
832,Tamil Nadu,Tirunelveli,Valliyur,Karunkannan Kudiyurippu OW,8.4081,77.6564,74.0,11.0,11,GN03
833,Tamil Nadu,Tirunelveli,Kuruvikulam,Kuruvikulam (Appaneri) OW,9.1757,77.6683,144.0,15.0,15,GN03
834,Tamil Nadu,Tirunelveli,Kuruvikulam,Maipparai EW,9.2403,77.7252,120.0,21.0,21,GN03
835,Tamil Nadu,Tirunelveli,Nangunneri,Mayaneri (Karuppukatti) OW,8.5713,77.7013,74.0,19.0,19,GN03
836,Tamil Nadu,Tirunelveli,Alangulam,Melamarudappapuram EW,9.0161,77.5447,139.0,17.0,17,GN03
837,Tamil Nadu,Tirunelveli,Melneelithanallur,Moovarirundali EW,9.0161,77.5344,103.0,17.0,17,GN03
838,Tamil Nadu,Tirunelveli,Radhapuram,Muthumottamozhi OW,8.3086,77.8603,53.0,22.0,22,GN03
839,Tamil Nadu,Tirunelveli,Mannur,Nadukallur OW,8.7105,77.5912,34.0,30.0,30,GN03
840,Tamil Nadu,Tirunelveli,Valliyur,Nakkaneri OW,8.2173,77.67,35.0,3.0,3,GN03
841,Tamil Nadu,Tirunelveli,Manur,Pallikottai OW,8.8609,77.712,73.0,11.0,11,GN03
842,Tamil Nadu,Tirunelveli,Pappakudi,Pappakudi OW,8.7452,77.5106,57.0,11.0,11,GN03
843,Tamil Nadu,Tirunelveli,Keezhapavur,Pedanderpatty OW,8.8916,77.408,135.0,17.0,17,GN03
844,Tamil Nadu,Tirunelveli,Kuruvikulam,Perungottur (Karvazhi) OW,9.2003,77.5858,134.0,5.0,5,GN03
845,Tamil Nadu,Tirunelveli,Vasudevanallur,Puliyankudi OW,9.1817,77.4389,32.0,15.0,15,GN03
846,Tamil Nadu,Tirunelveli,Manur,Rajapathi OW,8.8517,77.7696,45.0,12.0,12,GN03
847,Tamil Nadu,Tirunelveli,Nanguneri,Ramakrishnapuram OW,8.4849,77.7964,56.0,5.0,5,GN03
848,Tamil Nadu,Tirunelveli,Vasudevanallur,Sivagiri OW,9.34,77.4383,167.0,14.0,14,GN03
849,Tamil Nadu,Tirunelveli,Alankulam,Sivalarkulam OW,8.8693,77.5294,116.0,17.0,17,GN03
850,Tamil Nadu,Tirunelveli,Shengottai,Surandai OW,8.9828,77.4108,34.0,11.0,11,GN03
851,Tamil Nadu,Tirunelveli,Tenkasi,Tenkasi OW,8.9633,77.3115,166.0,11.0,11,GN03
852,Tamil Nadu,Tirunelveli,Palayankottai,Thalavaipuram OW,8.7356,77.8052,38.0,11.0,11,GN03
853,Tamil Nadu,Tirunelveli,Valliyur,Therkuvalliyur OW,8.3331,77.624,80.0,11.0,11,GN03
854,Tamil Nadu,Tirunelveli,Palayamkottai,Thidiyur OW,8.6214,77.6514,58.0,11.0,11,GN03
855,Tamil Nadu,Tirunelveli,Melneelithanallur,Thirumalapuram (Kurukkalpatti) EW,9.0692,77.5986,138.0,11.0,11,GN03
856,Tamil Nadu,Tirunelveli,Valliyoor,Udayattur A/B OW,8.2325,77.7206,53.0,11.0,11,GN03
857,Tamil Nadu,Tirunelveli,Melaneelithanallur,Vannikonendhal OW,9.2002,77.6234,110.0,26.0,26,GN03
858,Tamil Nadu,Tirunelveli,Cheranmahadevi,Veeravanallur OW,8.6906,77.5152,68.0,5.0,5,GN03
859,Tamil Nadu,Tirunelveli,Valliyoor,Veppilankulam (Perungudi A/B) OW,8.2933,77.62,51.0,11.0,11,GN03
860,Tamil Nadu,Tirunelveli,Ambasamudram,Vickramasingapuram OW,8.7109,77.3975,86.0,11.0,11,GN03
861,Tamil Nadu,Tirunelveli,Sankarankovil,Virasikhamani OW,9.0919,77.4447,174.0,17.0,17,GN03
862,Tamil Nadu,Tiruppur,Pongalur,Alagumalai (North Avanashipalayam) OW,11.0111,77.4385,352.0,11.0,11,GN03
863,Tamil Nadu,Tiruppur,Udumalaipettai,Jilobanaickenpalayam EW,10.528422,77.130496,373.0,5.5,6,GN03
864,Tamil Nadu,Tiruppur,Pongalur,Kaluveripalayam (Vavipalayam) EW,10.879,77.3088,361.0,11.0,11,GN03
865,Tamil Nadu,Tiruppur,Kundadam,Kullagoundanputhur (Sirukinar) EW,10.8256,77.5618,253.0,11.0,11,GN03
866,Tamil Nadu,Tiruppur,Kundadam,Marudur EW,10.765,77.3753,286.0,5.0,5,GN03
867,Tamil Nadu,Tiruppur,Dharapuram,Munduvelampatti EW,10.7117,77.3278,337.0,17.0,17,GN03
868,Tamil Nadu,Tiruppur,Kundadam,Muthalipalayam (uthiyur) EW,10.8875,77.5513,256.0,5.0,5,GN03
869,Tamil Nadu,Tiruppur,Gudimangalam,S.Vallakundapuram (Kondampatti) EW,10.7134,77.2455,331.0,12.0,12,GN03
870,Tamil Nadu,Vellore,Wallajah,Chenna Samudram EW,12.9033,79.398,148.0,5.0,5,GN03
871,Tamil Nadu,Vellore,Katpadi,Jaffrapet EW,12.962584,79.129846,213.0,19.0,19,GN03
872,Tamil Nadu,Vellore,Katpadi,Jaffrapet OW,12.962584,79.129846,213.0,19.0,19,GN03
873,Tamil Nadu,Vellore,Kandhili,Kandhili EW,12.489043,78.44461,170.0,17.0,17,GN03
874,Tamil Nadu,Vellore,Pernampet,Karapattu EW,12.787742,78.613807,92.0,5.0,5,GN03
875,Tamil Nadu,Vellore,Nemili,Kariyakudal EW,12.99,79.618,97.0,16.0,16,GN03
876,Tamil Nadu,Vellore,Nemili,Kariyakudal OW,12.9899,79.618,97.0,18.0,18,GN03
877,Tamil Nadu,Vellore,Pernampattu,Karkur EW,12.8747,78.7598,344.0,6.0,6,GN03
878,Tamil Nadu,Vellore,Pernampattu,Karkur OW,12.8747,78.7598,109.0,5.0,5,GN03
879,Tamil Nadu,Vellore,Natrampalli,Malla Gunda EW,12.632531,78.524233,461.0,13.0,13,GN03
880,Tamil Nadu,Vellore,Thirupathur,Mottur A/C (Aathumedu) EW,12.4313,78.6167,379.0,11.0,11,GN03
881,Tamil Nadu,Vellore,Arakonam,Parithiputhur EW,13.0581,79.6268,101.0,12.0,12,GN03
882,Tamil Nadu,Vellore,Kanniyambadi,Pennathur EW,12.845018,79.13501,369.0,5.0,5,GN03
