S_No,State,District,Block_Talu,Village,Latitude,Longitude,Elevation_,Aquifer_11,Aquifer_12,AquiferCod
883,Tamil Nadu,Vellore,Tirupathur,Periavakkam EW,12.1019,79.1097,146.0,13.0,13,GN03
884,Tamil Nadu,Vellore,Thirupathur,Thathavalli A/C EW,12.5053,78.6189,192.0,6.0,6,GN03
885,Tamil Nadu,Vellore,Vellore,Ussur EW,12.858569,79.096631,251.0,5.0,5,GN03
886,Tamil Nadu,Villupuram,Ulundurpet,Ajees Nagar (ED Alkkal) EW,11.6766,79.2734,280.0,5.0,5,GN03
887,Tamil Nadu,Villupuram,Chinna Selam LockB,Anumanthal EW,11.5833,78.9536,192.0,8.0,8,GN03
888,Tamil Nadu,Villupuram,Thiyagadurgam,Asakalathur EW,11.6048,79.0584,86.0,5.0,5,GN03
889,Tamil Nadu,Villupuram,Chinna Selam,Chinnaselam EW,11.6246,78.867,139.0,5.0,5,GN03
890,Tamil Nadu,Villupuram,Melmalayanur,Kadapanandhal (Naranamangalam) EW,12.3404,79.2136,160.0,5.0,5,CK01
891,Tamil Nadu,Villupuram,Vikkiravandi,Kanjanur (Muttatur) EW,12.059465,79.438318,65.0,11.0,11,GN03
892,Tamil Nadu,Villupuram,Gingee,Karai EW,12.1525,79.4103,84.0,5.0,5,GN03
893,Tamil Nadu,Villupuram,Marakkanam,Karnavur (Jakkampatti) EW,12.2058,79.6356,88.0,6.0,6,GN03
894,Tamil Nadu,Villupuram,Olakkur,Kilpasar EW,12.2679,79.7714,36.0,6.0,6,GN03
895,Tamil Nadu,Villupuram,Thirukovilur,Kodiyur EW,11.878902,79.186423,77.0,25.0,25,GN03
896,Tamil Nadu,Villupuram,Melmalayanur,Marakkonam EW,12.190274,79.952201,153.0,13.0,13,GN03
897,Tamil Nadu,Villupuram,Mailam,Melperadikuppam EW,12.2167,79.5833,73.0,5.0,5,GN03
898,Tamil Nadu,Villupuram,Chinna Selam,Mungilpadi (Mazhavarayanur) EW,11.6327,78.8505,142.0,6.0,6,GN03
899,Tamil Nadu,Villupuram,Ulundurpettaii,Semmanangur EW,12.2253,79.7333,62.0,5.0,5,GN03
900,Tamil Nadu,Villupuram,Kallakurichi,Sempadakurichi,11.76149,78.900099,162.0,17.0,17,GN03
901,Tamil Nadu,Villupuram,Marakkanam,Siruvadi EW,12.2068,79.8514,25.0,11.0,11,GN03
902,Tamil Nadu,Villupuram,Vanur,Thenagaram (Terkunam) EW,12.1162,79.7212,26.0,10.0,10,GN03
903,Tamil Nadu,Villupuram,Chinna Selam,Utangiyanallur EW,11.614703,78.962366,104.0,6.0,6,GN03
904,Tamil Nadu,Villupuram,Olakkur,Vadasiruvalur (Nagavaram) EW,11.887434,78.930279,81.0,7.0,7,GN03
905,Tamil Nadu,Villupuram,Vikkiravandi,Vikkiravandi EW,12.0514,79.5447,46.0,15.0,15,GN03
906,Tamil Nadu,Villupuram,Thiyagadurgam,Virugavur EW,11.683912,79.06028,100.0,11.0,11,GN03
907,Tamil Nadu,Virudhunagar,Vembakottai,Alangulam OW,9.3645,77.6772,104.0,3.0,3,GN03
908,Tamil Nadu,Virudhunagar,Rajapalayam,Ammaiyappapuram (Ilandirakondan) EW,9.4401,77.537,160.0,11.0,11,GN03
909,Tamil Nadu,Virudhunagar,Rajapalayam,Ammaiyappapuram (Ilandirakondan) OW,9.4401,77.537,160.0,12.0,12,GN03
910,Tamil Nadu,Virudhunagar,Sivakasi,Anaiyur OW,9.4464,77.7668,109.0,5.0,5,GN03
911,Tamil Nadu,Virudhunagar,Watrap,Ayankarisalkulam OW,9.6458,77.756,133.0,23.0,23,GN03
912,Tamil Nadu,Virudhunagar,Rajapalayam,Chatrapatti OW,9.3886,77.5147,150.0,5.0,5,GN03
913,Tamil Nadu,Virudhunagar,Kariapatti,Johilpatti OW,9.6016,78.1051,86.0,35.0,35,GN03
914,Tamil Nadu,Virudhunagar,Vembakottai,Kakkivadanpatti EW,9.4039,77.7217,113.0,11.0,11,GN03
915,Tamil Nadu,Virudhunagar,Rajapalayam,Kamaraj Nagar (Terku Devadanam) EW,9.4003,77.475,298.0,11.0,11,GN03
916,Tamil Nadu,Virudhunagar,Kariyapatti,Kanjannaichenpatti OW,9.7183,78.1131,166.0,17.0,17,GN03
917,Tamil Nadu,Virudhunagar,Rajapalayam,Kilrajakularaman EW,9.3794,77.6314,127.0,11.0,11,GN03
918,Tamil Nadu,Virudhunagar,Vatharaippu,Kottaiyur OW,9.6486,77.6979,148.0,5.0,5,GN03
919,Tamil Nadu,Virudhunagar,Aruppukottai,Mallankinar EW,9.598,78.0553,102.0,6.0,6,CK01
920,Tamil Nadu,Virudhunagar,Sivakasi,Mamsapuram (Valaikkulam A/B) EW,9.505,77.6019,153.0,17.0,17,GN03
921,Tamil Nadu,Virudhunagar,Sivakasi,Mangalam EW,9.5694,77.7569,110.0,14.0,14,GN03
922,Tamil Nadu,Virudhunagar,Kariyapatti,Mudukkankulam OW,9.6622,78.2061,85.0,36.0,36,GN03
923,Tamil Nadu,Virudhunagar,Virudhunagar,Mutalapuram OW,9.5256,77.8895,100.0,5.0,5,GN03
924,Tamil Nadu,Virudhunagar,Sivakasi,Naranapuram EW,9.4519,77.8328,102.0,11.0,11,GN03
925,Tamil Nadu,Virudhunagar,Watrap,Nathampatti OW,9.6042,77.7486,127.0,23.0,23,GN03
926,Tamil Nadu,Virudhunagar,Rajapalayam,Nathikudi (Achchandavirthan) EW,9.4256,77.6839,117.0,11.0,11,GN03
927,Tamil Nadu,Virudhunagar,Srivilliputhur,Pannankulam OW,9.5354,77.7135,124.0,5.0,5,GN03
928,Tamil Nadu,Virudhunagar,Virudhunagar,Pattampudur (Kottainattam) EW,9.4914,77.9338,98.0,21.0,21,GN03
929,Tamil Nadu,Virudhunagar,Virudhunagar,Pattampudur (Kottainattam) OW,9.4914,77.9338,98.0,20.0,20,GN03
930,Tamil Nadu,Virudhunagar,Sivakasi,Poovanathapuram (Injar A/D) OW,9.5014,77.7578,111.0,17.0,17,GN03
931,Tamil Nadu,Virudhunagar,Virudhunagar,Sengunrapuram OW,9.6238,77.8725,111.0,5.0,5,GN03
932,Tamil Nadu,Virudhunagar,Rajapalayam,Sholapuram EW,9.3644,77.5614,131.0,6.0,6,GN03
933,Tamil Nadu,Virudhunagar,Srivilliputhur,Srivilliputhur OW,9.4993,77.6269,154.0,17.0,17,GN03
934,Tamil Nadu,Virudhunagar,Vembakottai,Subramaniampuram (Salvarpatti) EW,9.3722,77.8352,99.0,3.0,3,GN03
935,Tamil Nadu,Virudhunagar,Vembakottai,Thayilupatti EW,9.3756,77.7975,112.0,9.0,9,GN03
936,Tamil Nadu,Virudhunagar,Vembakottai,Thulukkankurichi OW,9.3042,77.7552,90.0,11.0,11,GN03
937,Tamil Nadu,Virudhunagar,Veerarpatti,Veerarpatti (Appayyanayakkanpatti) EW,9.4519,77.8328,111.0,4.0,4,GN03
938,Tamil Nadu,Virudhunagar,Vembakottai,Vijayakarisalkulam (Karisalpatti) EW,9.345,77.7958,90.0,11.0,11,GN03
939,Tamil Nadu,Kancheepuram,Sriperumpudhur,Pappanchathiram,12.9666,79.9466,27.0,36.0,36,AL01
940,Tamil Nadu,Kancheepuram,Sriperumpudur,Mevalurkuppam,13.0375,80.0125,30.0,36.0,36,AL01
941,Tamil Nadu,Tiruvarur,Thiruvarur,Thiruvarur EW,10.7694,79.6033,11.0,32.0,32,AL01
942,Tamil Nadu,Tiruvarur,Thiruvarur,Thiruvarur OW I,10.7694,79.6033,11.0,30.0,30,AL01
943,Tamil Nadu,Tiruvarur,Thiruvarur,Thiruvarur OW II,10.7694,79.6033,11.0,45.0,45,AL01
944,Tamil Nadu,Cuddalore,Panruti,Abaddaranapuram (PZ8)-3018,11.566944,79.556944,42.0,50.0,50,AL01
945,Tamil Nadu,Cuddalore,Kurunjipadi,Alapakkam (EW)-3012,11.600278,79.729167,5.0,85.0,85,AL01
946,Tamil Nadu,Cuddalore,Kurunjipadi,Ammeri - Thoppulikuppam,11.556361,79.457778,60.0,40.0,40,AL01
947,Tamil Nadu,Cuddalore,Kurunjipadi,Arasadikuppam,11.66,79.57,71.0,61.0,61,AL01
948,Tamil Nadu,Cuddalore,Kurunjipadi,Ayeekuppam,11.614722,79.661389,18.0,58.0,58,AL01
949,Tamil Nadu,Cuddalore,Annagramam / Cuddalore,Badrakottai,11.69,79.62,60.0,60.0,60,AL01
950,Tamil Nadu,Cuddalore,Annagramam / Cuddalore,Budamur (EW)-3027,11.500833,79.333333,50.0,26.0,26,AL01
951,Tamil Nadu,Cuddalore,Annagramam / Cuddalore,Chavadi (EW)-3005,11.734444,79.75,4.0,80.0,80,AL01
952,Tamil Nadu,Cuddalore,Kurunjipadi,Chidhambaram Annamalainagar,11.391944,79.707222,9.0,80.0,80,AL01
953,Tamil Nadu,Cuddalore,Kammapuram,Gangaikondan (EW),11.533333,79.483333,35.0,50.0,50,AL01
954,Tamil Nadu,Cuddalore,Kammapuram,Indira Nagar,11.769722,79.750833,70.0,49.0,49,AL01
955,Tamil Nadu,Cuddalore,Panruti,Iruppu (PZ35),11.616944,79.425,94.0,63.0,63,AL01
956,Tamil Nadu,Cuddalore,Panruti,Kadambuliyur (EW)-3007,11.7,79.55,79.0,44.0,44,AL01
957,Tamil Nadu,Cuddalore,Kurunjipadi,Kannithamizh nadu,11.59,79.6,32.0,60.0,60,AL01
958,Tamil Nadu,Cuddalore,Kurunjipadi,Karukai,11.73,79.48,60.0,60.0,60,AL01
959,Tamil Nadu,Cuddalore,Kurunjipadi,Karunkuzhi,11.52,79.54,20.0,53.0,53,AL01
960,Tamil Nadu,Cuddalore,Kurunjipadi,Kattiyankuppam-EW,11.503611,79.6325,37.0,62.0,62,AL01
961,Tamil Nadu,Cuddalore,Panruti,Kattusagai (PZ6)-3009,11.65,79.65,20.0,58.0,58,AL01
962,Tamil Nadu,Cuddalore,Panruti,Kilkangayankuppam,11.666389,79.481389,88.0,55.0,55,AL01
963,Tamil Nadu,Cuddalore,Kurinjipadi,Kodandaramapuram,11.522778,79.653333,20.0,58.0,58,AL01
964,Tamil Nadu,Cuddalore,Cuddalore,Kudikadu (PZ41)-3008,11.683606,79.760462,4.0,80.0,80,AL01
965,Tamil Nadu,Cuddalore,Panruti,Kudiyiruppu (SH),11.684444,79.476389,71.0,45.0,45,AL01
966,Tamil Nadu,Cuddalore,Kurunjipadi,Kurinjipaddi (PZ33)-3020,11.570164,79.587651,23.0,53.0,53,AL01
967,Tamil Nadu,Cuddalore,Kurinjipadi,Madhanagopalapuram,11.643712,79.60586,40.0,50.0,50,AL01
968,Tamil Nadu,Cuddalore,Cuddalore,Manjakuppam (EW),11.763056,79.790278,5.0,100.0,100,AL01
969,Tamil Nadu,Cuddalore,Kurinjipadi,Marungur-EW,11.651111,79.537778,82.0,55.0,55,AL01
970,Tamil Nadu,Cuddalore,Kurinjipadi,Mettukuppam(EW)-3030,11.516667,79.525,29.0,40.0,40,AL01
971,Tamil Nadu,Cuddalore,Kurinjipadi,Mettupalayam (PZ1)-3021,11.5675,79.715278,7.0,85.0,85,AL01
972,Tamil Nadu,Cuddalore,Kammapuram,Nadiyapattu,11.664861,79.404139,82.0,35.0,35,AL01
973,Tamil Nadu,Cuddalore,Annagramam,Naduveerapatu (EW)-3002,11.733611,79.625,27.0,35.0,35,AL01
974,Tamil Nadu,Cuddalore,kurinjipadi,Pacharpalayam EW-I,11.592222,79.591944,34.0,50.0,50,AL01
975,Tamil Nadu,Cuddalore,Panruti,Panruti (PZ39)-3001,11.757456,79.566061,40.0,50.0,50,AL01
976,Tamil Nadu,Cuddalore,Parangipatti,Part-Novo(EW)-3043,11.476389,79.772222,1.0,85.0,85,AL01
977,Tamil Nadu,Cuddalore,Cuddalore,Pathirikuppam,11.74955,79.733911,7.0,95.0,95,AL01
978,Tamil Nadu,Cuddalore,Parangipatti,Periyapattu (DW),11.556944,79.727222,6.0,97.0,97,AL01
979,Tamil Nadu,Cuddalore,Parangipatti,Puduchatram (PZ31)-3022,11.516667,79.722222,4.0,97.0,97,AL01
980,Tamil Nadu,Cuddalore,Kumaratchi,Pudukrishnapuram (EW)I,11.341667,79.491667,16.0,50.0,50,AL01
981,Tamil Nadu,Cuddalore,Vridhachalam,Puukuriyapet (EW)-3028,11.516944,79.352778,60.0,35.0,35,AL01
982,Tamil Nadu,Cuddalore,Parangipatti,PUNJAMAGATTUVALKKAI (EW),11.452284,79.731602,18.0,50.0,50,AL01
983,Tamil Nadu,Cuddalore,Kurinjipadi,Puvanikuppam,11.58,79.69,7.0,85.0,85,AL01
984,Tamil Nadu,Cuddalore,Kurinjipadi,RAJANKUPPAM (PZ9)3019,11.541392,79.576169,20.0,53.0,53,AL01
985,Tamil Nadu,Cuddalore,Melbhuvanagiri,Ramapuram-EW,11.416111,79.572222,30.0,58.0,58,AL01
986,Tamil Nadu,Cuddalore,Kurinjipadi,REDDYARPALAYAM,11.532222,79.596667,10.0,60.0,60,AL01
987,Tamil Nadu,Cuddalore,Kurinjipadi,Sakthi Nagar Extension,11.619722,79.558889,70.0,49.0,49,AL01
988,Tamil Nadu,Cuddalore,Cuddalore,SANGOLIKUPPAM (PZ III),11.651111,79.745833,6.0,100.0,100,AL01
989,Tamil Nadu,Cuddalore,Annagramam,Sathipattu,11.747689,79.579347,40.0,43.0,43,AL01
990,Tamil Nadu,Cuddalore,Annagramam,Semakottai OW,11.775278,79.506944,25.0,50.0,50,AL01
991,Tamil Nadu,Cuddalore,Kurinjipadi,SENGALPALAYAM EW-I,11.537222,79.53,40.0,55.0,55,AL01
992,Tamil Nadu,Cuddalore,Melbhuvanagiri,SHATIATOPE (PZ43),11.466667,79.55,15.0,60.0,60,AL01
993,Tamil Nadu,Cuddalore,Cuddalore,SILAMPINATHANPATTI,11.692778,79.61,60.0,63.0,63,AL01
994,Tamil Nadu,Cuddalore,Kattumanarkoil,SRIMUSHNAM (EW)-3033,11.4,79.406111,26.0,27.0,27,AL01
995,Tamil Nadu,Cuddalore,Kurinjipadi,SRINIVASAPURAM,11.617778,79.719444,4.0,85.0,85,AL01
996,Tamil Nadu,Cuddalore,Kurinjipadi,THAYALUKUNAMPATINAM,11.584745,79.619192,20.0,60.0,60,AL01
997,Tamil Nadu,Cuddalore,Cuddalore,THAZHANGUDA (EW),11.741667,79.783333,8.0,70.0,70,AL01
998,Tamil Nadu,Cuddalore,Kurinjipadi,Theerthanagiri,11.56,79.67,8.0,85.0,85,AL01
999,Tamil Nadu,Cuddalore,Kurinjipadi,THIRUCHOVAPURAM (EW),11.608931,79.750222,3.0,105.0,105,AL01
1000,Tamil Nadu,Cuddalore,Kammapuram,Thozhur,11.613,79.7566,23.0,45.0,45,AL01
1001,Tamil Nadu,Cuddalore,Kurinjipadi,Vadakuthu,11.607086,79.545981,49.0,50.0,50,AL01
1002,Tamil Nadu,Cuddalore,Kurinjipadi,Vadalur-OW-II,11.56,79.555,53.0,45.0,45,AL01
1003,Tamil Nadu,Cuddalore,Melbhuvanagiri,VALAIYAMADEVI (EW)-3031,11.466667,79.5,13.0,45.0,45,AL01
1004,Tamil Nadu,Cuddalore,Kurinjipadi,VANATHIRAYAPURAM EWI,11.588437,79.529956,50.0,36.0,36,AL01
1005,Tamil Nadu,Cuddalore,Kurinjipadi,VEGAKOLLAI EWI,11.661944,79.571944,53.0,40.0,40,AL01
1006,Tamil Nadu,Cuddalore,Kurinjipadi,VENKATAMPETTAI (EW),11.616667,79.598333,33.0,50.0,50,AL01
1007,Tamil Nadu,Cuddalore,Kammapuram,VIRUDHACHALAM (PZ37)-3029,11.516667,79.483333,42.0,24.0,24,AL01
1008,Tamil Nadu,Cuddalore,Kurinjipadi,Vadakuthu,11.607086,79.545981,49.0,50.0,50,AL01
1009,Tamil Nadu,Cuddalore,Kurinjipadi,Vadalur-OW-II,11.56,79.555,53.0,45.0,45,AL01
1010,Tamil Nadu,Cuddalore,Melbhuvanagiri,VALAIYAMADEVI (EW)-3031,11.466667,79.5,13.0,45.0,45,AL01
1011,Tamil Nadu,Cuddalore,Kurinjipadi,VANATHIRAYAPURAM EWI,11.588437,79.529956,50.0,36.0,36,AL01
1012,Tamil Nadu,Cuddalore,Kurinjipadi,VEGAKOLLAI EWI,11.661944,79.571944,53.0,40.0,40,AL01
1013,Tamil Nadu,Cuddalore,Kurinjipadi,VENKATAMPETTAI (EW),11.616667,79.598333,33.0,50.0,50,AL01
1014,Tamil Nadu,Cuddalore,Nallur,VEPPUR (EW)-3026,11.531861,79.141169,72.0,6.0,6,AL01
1015,Tamil Nadu,Cuddalore,Kammapuram,VIRUDHACHALAM (PZ37)-3029,11.516667,79.483333,42.0,24.0,24,AL01
1016,Tamil Nadu,Thanjavur,Papanasam,Ayyampettai EW,10.897294,79.203192,43.0,70.0,70,AL01
1017,Tamil Nadu,Thanjavur,Thiruvidaimaruthur,Thukkachi EW,10.924,79.4845,18.0,15.0,15,AL01
1018,Tamil Nadu,Thiruvarur,Thiruthuraipoondi,Thandalai Cherry EW,10.5332,79.6665,1.0,67.0,67,AL01
1019,Tamil Nadu,Thiruvallur,Chennai,Madhavaram (Chennai-3) EW,13.3004,80.2289,10.0,36.0,36,AL01
1020,Tamil Nadu,Thiruvallur,Minjur,Siruvakkam (Anuppambattu) EW,13.3004,80.2289,9.0,35.0,35,AL01
1021,Tamil Nadu,Thiruvallur,Ellapuram,Thirukandalam EW,13.2451,80.0939,34.0,27.0,27,AL01
1022,Tamil Nadu,Thiruvallur,Kadambathur,Valasai Vettikadu (Illupur) EW,13.042143,79.929204,71.0,63.0,63,AL01
1023,Tamil Nadu,Thiruvallur,Kadambathur,Valasai Vettikadu (Illupur) OW,13.042143,79.929204,71.0,20.0,20,AL01
1024,Tamil Nadu,Ariyalur,T. palur,Udayarpalayam (Venmankondan. E) EW,11.1773,79.2902,85.0,18.0,18,AL01
1025,Tamil Nadu,Ariyalur,Tirumannur,Periya Karukai,11.66,79.44,81.0,38.0,38,AL01
1026,Tamil Nadu,Ariyalur,Tirumannur,Periya Karukai,11.66,79.44,83.0,45.0,45,AL01
1027,Tamil Nadu,Nagapattinam,Nagapattinam,Arulmolidevan EW,11.127349,79.623168,17.0,66.0,66,AL01
1028,Tamil Nadu,Nagapattinam,Nagapattinam,Arulmolidevan OW,10.9056,79.79,17.0,66.0,66,AL01
1029,Tamil Nadu,Nagapattinam,Thirumarugal,Seshamulai,10.898244,79.755797,19.0,42.0,42,AL01
1030,Tamil Nadu,Ramanathapuram,PARAMAKUDI,PAMBOOR EW,9.4615,78.5883,53.0,66.0,66,AL01
1031,Tamil Nadu,Ramanathapuram,PARAMAKUDI,PARAMAKUDI ITI CAMPUS EW,9.5344,78.6021,40.0,67.0,67,AL01
1032,Tamil Nadu,Ramanathapuram,PARAMAKUDI,PARAMAKUDI ITI CAMPUS OW,9.5344,78.6021,40.0,68.0,68,AL01
1033,Tamil Nadu,Villupuram,Vanur,Morattandi EW,11.9919,79.7878,47.0,73.0,73,AL01
1034,Tamil Nadu,Villupuram,Vanur,Morattandi OW-I,11.9919,79.7878,47.0,81.0,81,AL01
1035,Tamil Nadu,Villupuram,Vanur,Morattandi OW-II,11.9919,79.7878,47.0,75.0,75,AL01
1036,Tamil Nadu,Villupuram,Vanur,Morattandi OW-III,11.9919,79.7878,47.0,73.0,73,AL01
1037,Tamil Nadu,Villupuram,Koliyanur/Villupuram,Valavanur EW,11.91706,79.574308,36.0,67.0,67,AL01
1038,Tamil Nadu,Villupuram,Koliyanur/Villupuram,Valavanur OW,11.91706,79.574308,35.0,67.0,67,AL01
1039,Tamil Nadu,Nagapattinam,Nagapattinam,Agara Orathur EW,10.7359,79.7933,3.0,3.0,3,AL01
1040,Tamil Nadu,Nagapattinam,Thirumarugal,Agarakondagai (Komal-West) EW,10.8657,79.8118,5.0,24.0,24,AL01
1041,Tamil Nadu,Nagapattinam,Thirumarugal,Agarakondagai (Komal-West) OW,10.8657,79.8118,5.0,23.0,23,AL01
1042,Tamil Nadu,Nagapattinam,Kilvelur,Akaram EW,10.6604,79.7524,6.0,96.0,96,AL01
1043,Tamil Nadu,Nagapattinam,Kilvelur,Kohor (Eripurakarai A/b) EW,10.796874,79.767567,4.0,24.0,24,AL01
1044,Tamil Nadu,Nagapattinam,Thirumarugal,Kothamangalam EW,10.8839,79.8073,8.0,21.0,21,AL01
1045,Tamil Nadu,Nagapattinam,Manjakollai,Kumaran Vadkku Vedhi EW,10.7585,79.8186,63.0,63.0,63,AL01
1046,Tamil Nadu,Nagapattinam,Talaigyaru,Manakkudi EW,10.581482,79.73847,3.0,141.0,141,AL01
1047,Tamil Nadu,Nagapattinam,Mayiladuthurai,Mayiladuthurai (Sethur) EW,11.0971,79.6561,16.0,105.0,105,AL01
1048,Tamil Nadu,Nagapattinam,Myladuthurai,Myladuthurai OW,11.0976,79.6566,6.0,125.0,125,AL01
1049,Tamil Nadu,Nagapattinam,Kilvelur,Pasukidai Valli EW,10.6654,79.727,6.0,130.0,130,AL01
1050,Tamil Nadu,Nagapattinam,Nagapattinam,Provachery EW,10.7591,79.8091,5.0,112.0,112,AL01
1051,Tamil Nadu,Nagapattinam,Nagapattinam,Sangamangalam (Manjamalli A/b) EW,10.7728,79.8025,3.0,50.0,50,AL01
1052,Tamil Nadu,Nagapattinam,Nagapattinam,Sangamangalam (Manjamalli A/b) OW,10.7728,79.8025,3.0,57.0,57,AL01
1053,Tamil Nadu,Nagapattinam,Kilvelur,Sattiyakudi EW,10.679099,79.722296,3.0,133.0,133,AL01
1054,Tamil Nadu,Nagapattinam,Nagapattinam,Sikkal EW,10.756915,79.793362,7.0,80.0,80,AL01
1055,Tamil Nadu,Nagapattinam,Kollidam,Theti (Puliyanthurai) EW,10.801277,79.829731,3.0,120.0,120,AL01
1056,Tamil Nadu,Nagapattinam,Kollidam,Theti (Puliyanthurai) OW,10.80098,79.831694,3.0,96.0,96,AL01
1057,Tamil Nadu,Nagapattinam,Nagapattinam,Vadavoor EW,10.7156,79.8174,3.0,72.0,72,AL01
1058,Tamil Nadu,Nagapattinam,Nagapattinam,Vadavoor OW,10.7153,79.8172,2.0,63.0,63,AL01
1059,Tamil Nadu,Nagapattinam,Tirumarugal,Valamangalam OW,10.873186,79.809543,7.0,84.0,84,AL01
1060,Tamil Nadu,Nagapattinam,Tirumarugal,Valmanagalam EW,10.872972,79.808472,7.0,74.0,74,AL01
1061,Tamil Nadu,Nagapattinam,Kilvelur,Vengitangal EW,10.8229,79.7711,6.0,110.0,110,AL01
1062,Tamil Nadu,Pudukkottai,Aranthangi,Devarpatti OW,10.2324,79.0031,56.0,27.0,27,AL01
1063,Tamil Nadu,Pudukkottai,Thiruvarangulam,Kalalangudi EW,10.3606,78.9917,77.0,55.0,55,AL01
1064,Tamil Nadu,Thiruvallur,Chennai,Madhavaram (Chennai-3) EW,13.3004,80.2289,10.0,36.0,36,AL01
1065,Tamil Nadu,Thiruvallur,Minjur,Siruvakkam (Anuppambattu) EW,13.29783,80.221819,9.0,35.0,35,AL01
1066,Tamil Nadu,Thiruvallur,Ellapuram,Thirukandalam EW,13.2451,80.0939,34.0,27.0,27,AL01
1067,Tamil Nadu,Thiruvallur,Avadi,Alamathi (Chennai-01) EW,13.1926,80.1181,39.0,99.0,99,AL01
1068,Tamil Nadu,Thiruvallur,Avadi,Alamathi (Chennai-01) OW,13.1926,80.1181,36.0,100.0,100,AL01
1069,Tamil Nadu,Thiruvallur,Poonamallee,Avadi OW,13.1306,80.108595,34.0,99.0,99,AL01
1070,Tamil Nadu,Thiruvallur,Poonamallee,Avadi EW,13.1306,80.108595,34.0,54.0,54,AL01
1071,Tamil Nadu,Thiruvallur,Minjur,Kammavarpalayam (Nalur) EW,13.2444,80.0975,11.0,57.0,57,AL01
1072,Tamil Nadu,Thiruvallur,Kadambathur,Valasai Vettikadu (Illupur) EW,13.042143,79.929204,71.0,63.0,63,AL01
1073,Tamil Nadu,Thiruvallur,Kadambathur,Valasai Vettikadu (Illupur) OW,13.042143,79.929204,71.0,20.0,20,AL01
1074,Tamil Nadu,Sivagangai,Devakottai,Devakottai EW,9.962251,78.8146,53.0,30.0,30,AL01
1075,Tamil Nadu,Sivagangai,Devakottai,Devakottai OW,9.962846,78.812815,53.0,30.0,30,AL01
1076,Tamil Nadu,Sivagangai,Sivagangai,Gowripatti EW,9.900121,78.546496,91.0,35.0,35,AL01
1077,Tamil Nadu,Sivagangai,Sivagangai,Gowripatti OW,9.900478,78.548162,91.0,38.0,38,AL01
1078,Tamil Nadu,Thanjavur,Papanasam,Ayyampettai EW,10.897294,79.203192,43.0,70.0,70,AL01
1079,Tamil Nadu,Thanjavur,Thiruvidaimaruthur,Thukkachi EW,10.924,79.4845,18.0,21.0,21,AL01
1080,Tamil Nadu,Thiruvarur,Nannilam,Kilkudi EW,10.869786,79.606906,13.0,127.0,127,AL01
1081,Tamil Nadu,Thiruvarur,Nannilam,Kilkudi OW,10.87395,79.606192,13.0,128.0,128,AL01
1082,Tamil Nadu,Thiruvarur,Valangaiman,Pulavarnatham EW,10.816,79.4022,23.0,87.0,87,AL01
1083,Tamil Nadu,Thiruvarur,Valangaiman,Pulavarnatham OW,10.8136,79.4044,23.0,87.0,87,AL01
1084,Tamil Nadu,Thiruvarur,Thiruthuraipoondi,Thandalai Cherry EW,10.5332,79.6665,1.0,67.0,67,AL01
1085,Tamil Nadu,Pudukkottai,Thiruvarangulam,Kooliangadu EW,11.7834,79.6891,16.0,45.0,45,AL01
1086,Tamil Nadu,Pudukkottai,Thiruvarangulam,Kothamangalam EW,10.3108,79.0596,56.0,90.0,90,AL01
1087,Tamil Nadu,Pudukkottai,Aranthangi,Devarpatti EW,10.2324,79.0031,56.0,33.0,33,AL01
1088,Tamil Nadu,Pudukkottai,Thiruvarangulam,Pappanviduthy EW,10.395929,79.023352,84.0,55.0,55,AL01
1089,Tamil Nadu,Pudukkottai,Aranthangi,Thirunaloor North EW,10.0679,79.023,6.0,63.0,63,AL01
1090,Tamil Nadu,Pudukkottai,Aranthangi,Thirunaloor North OW,10.0679,79.023,6.0,42.0,42,AL01
1091,Tamil Nadu,Villupuram,Kandamangalam,Kandamangalam EW,11.924436,79.58686,76.0,96.0,96,AL01
1092,Tamil Nadu,Villupuram,Kandamangalam,Kandamangalam OW,11.924436,79.58686,68.0,96.0,96,AL01
